gene_name	scaffold	position	mod_num	total_num	mod_ratio	label	exon_label	label_group	strand
PH02Gene36193	hic_scaffold_4	47859712	55	278	0.197841726618705	utr5p1	exon1	utr5p	-
PH02Gene28226	hic_scaffold_13	82706876	46	232	0.1982758620689655	utr5p1	exon1	utr5p	+
PH02Gene28226	hic_scaffold_13	82706901	23	237	0.0970464135021097	utr5p1	exon1	utr5p	+
PH02Gene28226	hic_scaffold_13	82707154	29	259	0.1119691119691119	cds1	exon1	cds	+
PH02Gene28226	hic_scaffold_13	82709065	47	263	0.1787072243346007	cds2	exon2	cds	+
PH02Gene28226	hic_scaffold_13	82709263	53	277	0.1913357400722021	cds3	exon3	cds	+
PH02Gene28226	hic_scaffold_13	82709283	129	278	0.4640287769784172	cds3	exon3	cds	+
PH02Gene28226	hic_scaffold_13	82709302	124	278	0.4460431654676259	cds3	exon3	cds	+
PH02Gene28226	hic_scaffold_13	82709462	100	286	0.3496503496503496	cds3	exon3	cds	+
PH02Gene28226	hic_scaffold_13	82709542	33	287	0.1149825783972125	cds3	exon3	cds	+
PH02Gene28226	hic_scaffold_13	82709573	52	289	0.1799307958477508	cds3	exon3	cds	+
PH02Gene28226	hic_scaffold_13	82709776	20	307	0.0651465798045602	cds3	exon3	cds	+
PH02Gene28226	hic_scaffold_13	82709827	45	313	0.1437699680511182	cds3	exon3	cds	+
PH02Gene28226	hic_scaffold_13	82710183	105	335	0.3134328358208955	cds5	exon5	cds	+
PH02Gene28226	hic_scaffold_13	82713448	85	400	0.2125	cds9	exon9	cds	+
PH02Gene28226	hic_scaffold_13	82713453	151	400	0.3775	cds9	exon9	cds	+
PH02Gene28226	hic_scaffold_13	82713546	79	410	0.1926829268292683	cds9	exon9	cds	+
PH02Gene38970	hic_scaffold_8	54124491	20	53	0.3773584905660377	cds1	exon2	cds	+
PH02Gene38970	hic_scaffold_8	54125124	24	65	0.3692307692307692	cds1	exon2	cds	+
PH02Gene38970	hic_scaffold_8	54125341	37	70	0.5285714285714286	cds1	exon2	cds	+
PH02Gene38970	hic_scaffold_8	54125372	48	72	0.6666666666666666	cds1	exon2	cds	+
PH02Gene10160	hic_scaffold_24	61846310	30	52	0.5769230769230769	cds5	exon5	cds	+
PH02Gene10160	hic_scaffold_24	61846499	38	48	0.7916666666666666	utr3p1	exon5	utr3p	+
PH02Gene17336	hic_scaffold_14	44267951	116	320	0.3625	utr3p1	exon15	utr3p	-
PH02Gene17336	hic_scaffold_14	44268024	41	337	0.1216617210682492	utr3p1	exon15	utr3p	-
PH02Gene17336	hic_scaffold_14	44268115	49	333	0.1471471471471471	utr3p1	exon15	utr3p	-
PH02Gene17336	hic_scaffold_14	44268381	97	308	0.3149350649350649	cds14	exon14	cds	-
PH02Gene17336	hic_scaffold_14	44268403	52	298	0.174496644295302	cds14	exon14	cds	-
PH02Gene17336	hic_scaffold_14	44268424	38	297	0.1279461279461279	cds14	exon14	cds	-
PH02Gene17336	hic_scaffold_14	44268675	55	289	0.1903114186851211	cds13	exon13	cds	-
PH02Gene17336	hic_scaffold_14	44268683	32	289	0.1107266435986159	cds13	exon13	cds	-
PH02Gene17336	hic_scaffold_14	44268709	28	284	0.0985915492957746	cds13	exon13	cds	-
PH02Gene17336	hic_scaffold_14	44268719	27	283	0.0954063604240282	cds13	exon13	cds	-
PH02Gene17336	hic_scaffold_14	44268729	35	281	0.1245551601423487	cds13	exon13	cds	-
PH02Gene17336	hic_scaffold_14	44269363	110	249	0.4417670682730923	cds10	exon10	cds	-
PH02Gene17336	hic_scaffold_14	44269524	99	244	0.4057377049180328	cds9	exon9	cds	-
PH02Gene17336	hic_scaffold_14	44269945	25	233	0.1072961373390558	cds7	exon7	cds	-
PH02Gene17336	hic_scaffold_14	44270258	32	222	0.1441441441441441	cds5	exon5	cds	-
PH02Gene17336	hic_scaffold_14	44270293	56	220	0.2545454545454545	cds5	exon5	cds	-
PH02Gene17336	hic_scaffold_14	44270319	31	218	0.1422018348623853	cds5	exon5	cds	-
PH02Gene30488	hic_scaffold_18	7707170	150	237	0.6329113924050633	utr3p1	exon14	utr3p	-
PH02Gene30488	hic_scaffold_18	7707252	40	241	0.1659751037344398	utr3p1	exon14	utr3p	-
PH02Gene30488	hic_scaffold_18	7707278	70	240	0.2916666666666667	utr3p1	exon14	utr3p	-
PH02Gene30488	hic_scaffold_18	7707346	148	242	0.6115702479338843	utr3p1	exon14	utr3p	-
PH02Gene30488	hic_scaffold_18	7707451	104	230	0.4521739130434782	cds14	exon14	cds	-
PH02Gene30488	hic_scaffold_18	7707580	44	222	0.1981981981981982	cds14	exon14	cds	-
PH02Gene30488	hic_scaffold_18	7707764	27	204	0.1323529411764706	cds14	exon14	cds	-
PH02Gene30488	hic_scaffold_18	7707793	36	195	0.1846153846153846	cds14	exon14	cds	-
PH02Gene30488	hic_scaffold_18	7707934	22	181	0.1215469613259668	cds14	exon14	cds	-
PH02Gene30488	hic_scaffold_18	7708602	82	167	0.4910179640718562	cds13	exon13	cds	-
PH02Gene30488	hic_scaffold_18	7708992	21	159	0.1320754716981132	cds12	exon12	cds	-
PH02Gene30488	hic_scaffold_18	7709483	26	141	0.1843971631205673	cds11	exon11	cds	-
PH02Gene30488	hic_scaffold_18	7710027	31	130	0.2384615384615384	cds9	exon9	cds	-
PH02Gene30488	hic_scaffold_18	7710217	60	125	0.48	cds8	exon8	cds	-
PH02Gene30488	hic_scaffold_18	7710260	40	123	0.3252032520325203	cds8	exon8	cds	-
PH02Gene30488	hic_scaffold_18	7710688	43	111	0.3873873873873873	cds7	exon7	cds	-
PH02Gene30488	hic_scaffold_18	7710891	47	105	0.4476190476190476	cds6	exon6	cds	-
PH02Gene30488	hic_scaffold_18	7711609	23	100	0.23	cds5	exon5	cds	-
PH02Gene30488	hic_scaffold_18	7711620	24	100	0.24	cds5	exon5	cds	-
PH02Gene30488	hic_scaffold_18	7711679	44	95	0.4631578947368421	cds5	exon5	cds	-
PH02Gene30488	hic_scaffold_18	7711722	29	95	0.3052631578947368	cds5	exon5	cds	-
PH02Gene30488	hic_scaffold_18	7712094	40	93	0.4301075268817204	cds3	exon3	cds	-
PH02Gene30488	hic_scaffold_18	7712194	35	93	0.3763440860215054	cds3	exon3	cds	-
PH02Gene30488	hic_scaffold_18	7712500	31	91	0.3406593406593406	cds2	exon2	cds	-
PH02Gene10849	hic_scaffold_14	89994947	88	114	0.7719298245614035	utr5p1	exon1	utr5p	+
PH02Gene10849	hic_scaffold_14	89996161	24	162	0.1481481481481481	cds2	exon2	cds	+
PH02Gene10849	hic_scaffold_14	89997110	45	173	0.2601156069364161	cds3	exon3	cds	+
PH02Gene10849	hic_scaffold_14	89998159	22	186	0.1182795698924731	cds4	exon4	cds	+
PH02Gene10849	hic_scaffold_14	89999261	33	195	0.1692307692307692	utr3p1	exon5	utr3p	+
PH02Gene10849	hic_scaffold_14	89999291	49	195	0.2512820512820513	utr3p1	exon5	utr3p	+
PH02Gene10849	hic_scaffold_14	89999300	154	195	0.7897435897435897	utr3p1	exon5	utr3p	+
PH02Gene10849	hic_scaffold_14	89999336	113	196	0.576530612244898	utr3p1	exon5	utr3p	+
PH02Gene10849	hic_scaffold_14	89999464	78	147	0.5306122448979592	utr3p1	exon5	utr3p	+
PH02Gene17719	hic_scaffold_2	35502255	242	974	0.2484599589322381	cds2	exon2	cds	-
PH02Gene17719	hic_scaffold_2	35502357	32	964	0.0331950207468879	cds2	exon2	cds	-
PH02Gene17719	hic_scaffold_2	35502602	49	913	0.0536692223439211	cds1	exon1	cds	-
PH02Gene17719	hic_scaffold_2	35502640	164	861	0.1904761904761904	cds1	exon1	cds	-
PH02Gene17719	hic_scaffold_2	35502675	621	818	0.7591687041564792	cds1	exon1	cds	-
PH02Gene15004	hic_scaffold_10	52313679	23	37	0.6216216216216216	cds4	exon4	cds	+
PH02Gene15004	hic_scaffold_10	52315136	33	38	0.868421052631579	utr3p1	exon6	utr3p	+
PH02Gene15004	hic_scaffold_10	52315200	25	37	0.6756756756756757	utr3p1	exon6	utr3p	+
PH02Gene34735	hic_scaffold_6	20007963	95	754	0.1259946949602122	utr3p1	exon4	utr3p	-
PH02Gene34735	hic_scaffold_6	20008045	86	953	0.0902413431269674	utr3p1	exon4	utr3p	-
PH02Gene34735	hic_scaffold_6	20008135	129	961	0.1342351716961498	utr3p1	exon4	utr3p	-
PH02Gene34735	hic_scaffold_6	20008165	156	953	0.1636935991605456	utr3p1	exon4	utr3p	-
PH02Gene34735	hic_scaffold_6	20008179	126	949	0.1327713382507903	utr3p1	exon4	utr3p	-
PH02Gene34735	hic_scaffold_6	20008232	100	934	0.1070663811563169	cds4	exon4	cds	-
PH02Gene34735	hic_scaffold_6	20008297	56	901	0.0621531631520532	cds4	exon4	cds	-
PH02Gene34735	hic_scaffold_6	20008525	188	816	0.230392156862745	cds4	exon4	cds	-
PH02Gene34735	hic_scaffold_6	20008530	155	815	0.1901840490797546	cds4	exon4	cds	-
PH02Gene34735	hic_scaffold_6	20008985	52	781	0.0665813060179257	cds3	exon3	cds	-
PH02Gene34735	hic_scaffold_6	20009019	25	776	0.0322164948453608	cds3	exon3	cds	-
PH02Gene34735	hic_scaffold_6	20009045	124	770	0.161038961038961	cds3	exon3	cds	-
PH02Gene34735	hic_scaffold_6	20009068	58	763	0.0760157273918741	cds3	exon3	cds	-
PH02Gene34735	hic_scaffold_6	20009085	99	758	0.1306068601583113	cds3	exon3	cds	-
PH02Gene34735	hic_scaffold_6	20009332	108	715	0.151048951048951	cds2	exon2	cds	-
PH02Gene34735	hic_scaffold_6	20009398	323	699	0.4620886981402002	cds2	exon2	cds	-
PH02Gene34735	hic_scaffold_6	20009501	82	681	0.1204111600587371	cds2	exon2	cds	-
PH02Gene34735	hic_scaffold_6	20009580	112	672	0.1666666666666666	cds2	exon2	cds	-
PH02Gene34735	hic_scaffold_6	20009677	31	639	0.0485133020344287	cds2	exon2	cds	-
PH02Gene34735	hic_scaffold_6	20010256	84	556	0.1510791366906475	utr5p1	exon1	utr5p	-
PH02Gene27885	hic_scaffold_15	69998183	27	40	0.675	cds3	exon3	cds	+
PH02Gene27885	hic_scaffold_15	69998402	26	46	0.5652173913043478	cds3	exon3	cds	+
PH02Gene02508	hic_scaffold_3	95829727	20	77	0.2597402597402597	cds1	exon1	cds	+
PH02Gene02508	hic_scaffold_3	95834359	22	88	0.25	cds5	exon5	cds	+
PH02Gene02508	hic_scaffold_3	95834516	31	93	0.3333333333333333	utr3p1	exon5	utr3p	+
PH02Gene02508	hic_scaffold_3	95834528	45	93	0.4838709677419355	utr3p1	exon5	utr3p	+
PH02Gene25583	hic_scaffold_12	29074469	22	51	0.4313725490196078	cds5	exon5	cds	+
PH02Gene25583	hic_scaffold_12	29074515	43	53	0.8113207547169812	cds5	exon5	cds	+
PH02Gene25583	hic_scaffold_12	29101026	32	84	0.3809523809523809	cds11	exon11	cds	+
PH02Gene25583	hic_scaffold_12	29101348	22	94	0.2340425531914893	utr3p1	exon12	utr3p	+
PH02Gene21746	hic_scaffold_14	10268305	23	37	0.6216216216216216	cds4	exon4	cds	-
PH02Gene21746	hic_scaffold_14	10271915	21	27	0.7777777777777778	cds1	exon1	cds	-
PH02Gene34854	hic_scaffold_14	36764715	154	216	0.7129629629629629	utr3p1	exon4	utr3p	-
PH02Gene34854	hic_scaffold_14	36764835	25	213	0.1173708920187793	cds4	exon4	cds	-
PH02Gene34854	hic_scaffold_14	36764873	34	206	0.1650485436893204	cds4	exon4	cds	-
PH02Gene41763	hic_scaffold_20	34016171	135	198	0.6818181818181818	utr3p1	exon8	utr3p	-
PH02Gene41763	hic_scaffold_20	34016343	76	232	0.3275862068965517	utr3p1	exon8	utr3p	-
PH02Gene41763	hic_scaffold_20	34016375	114	233	0.4892703862660944	utr3p1	exon8	utr3p	-
PH02Gene41763	hic_scaffold_20	34016405	57	229	0.2489082969432314	utr3p1	exon8	utr3p	-
PH02Gene41763	hic_scaffold_20	34017127	43	171	0.2514619883040935	cds6	exon7	cds	-
PH02Gene41763	hic_scaffold_20	34017135	27	170	0.1588235294117647	cds6	exon7	cds	-
PH02Gene41763	hic_scaffold_20	34017236	21	161	0.1304347826086956	cds6	exon7	cds	-
PH02Gene41763	hic_scaffold_20	34017369	25	153	0.1633986928104575	cds6	exon7	cds	-
PH02Gene41763	hic_scaffold_20	34017519	24	148	0.1621621621621621	cds6	exon7	cds	-
PH02Gene41763	hic_scaffold_20	34018138	29	135	0.2148148148148148	cds2	exon3	cds	-
PH02Gene46642	hic_scaffold_8	581983	20	56	0.3571428571428571	cds3	exon3	cds	+
PH02Gene46642	hic_scaffold_8	582493	25	58	0.4310344827586206	cds4	exon4	cds	+
PH02Gene46642	hic_scaffold_8	584211	36	67	0.5373134328358209	cds9	exon9	cds	+
PH02Gene46642	hic_scaffold_8	585816	66	90	0.7333333333333333	utr3p1	exon14	utr3p	+
PH02Gene46642	hic_scaffold_8	585821	64	90	0.7111111111111111	utr3p1	exon14	utr3p	+
PH02Gene09442	hic_scaffold_16	10101149	25	34	0.7352941176470589	cds23	exon23	cds	+
PH02Gene06349	hic_scaffold_7	50772302	64	87	0.735632183908046	utr3p1	exon5	utr3p	-
PH02Gene06349	hic_scaffold_7	50774014	27	58	0.4655172413793103	cds2	exon2	cds	-
PH02Gene04423	hic_scaffold_15	33184339	665	1988	0.3345070422535211	cds3	exon4	cds	+
PH02Gene04423	hic_scaffold_15	33184498	342	2009	0.1702339472374315	cds4	exon5	cds	+
PH02Gene04423	hic_scaffold_15	33184838	604	2133	0.2831692451945616	cds5	exon6	cds	+
PH02Gene04423	hic_scaffold_15	33184853	1260	2140	0.5887850467289719	cds5	exon6	cds	+
PH02Gene04423	hic_scaffold_15	33184972	953	2156	0.4420222634508349	cds6	exon7	cds	+
PH02Gene04423	hic_scaffold_15	33185021	693	2177	0.3183279742765273	cds6	exon7	cds	+
PH02Gene04423	hic_scaffold_15	33185040	598	2184	0.2738095238095238	cds6	exon7	cds	+
PH02Gene04423	hic_scaffold_15	33185087	444	2201	0.2017264879600181	cds6	exon7	cds	+
PH02Gene04423	hic_scaffold_15	33185546	406	2389	0.169945583926329	cds8	exon9	cds	+
PH02Gene04423	hic_scaffold_15	33185606	400	2442	0.1638001638001638	cds8	exon9	cds	+
PH02Gene04423	hic_scaffold_15	33185764	1796	2502	0.7178257394084733	cds9	exon10	cds	+
PH02Gene04423	hic_scaffold_15	33185779	127	2520	0.0503968253968254	cds9	exon10	cds	+
PH02Gene04423	hic_scaffold_15	33185933	50	2578	0.0193948797517455	cds10	exon11	cds	+
PH02Gene04423	hic_scaffold_15	33185976	1243	2614	0.4755164498852333	cds10	exon11	cds	+
PH02Gene04423	hic_scaffold_15	33186024	1462	2658	0.5500376222723853	cds10	exon11	cds	+
PH02Gene04423	hic_scaffold_15	33186165	518	2723	0.1902313624678663	cds11	exon12	cds	+
PH02Gene04423	hic_scaffold_15	33186279	230	2836	0.0811001410437235	cds11	exon12	cds	+
PH02Gene04423	hic_scaffold_15	33186482	354	2984	0.1186327077747989	cds12	exon13	cds	+
PH02Gene04423	hic_scaffold_15	33186488	151	2991	0.0504847876964226	cds12	exon13	cds	+
PH02Gene04423	hic_scaffold_15	33186632	254	3157	0.080456129236617	cds12	exon13	cds	+
PH02Gene04423	hic_scaffold_15	33186725	401	3300	0.1215151515151515	cds12	exon13	cds	+
PH02Gene04423	hic_scaffold_15	33187064	435	3702	0.1175040518638573	cds13	exon14	cds	+
PH02Gene04423	hic_scaffold_15	33187078	622	3721	0.1671593657618919	cds13	exon14	cds	+
PH02Gene04423	hic_scaffold_15	33187293	583	3977	0.1465929092280613	cds14	exon15	cds	+
PH02Gene04423	hic_scaffold_15	33187381	337	4152	0.0811657032755298	cds14	exon15	cds	+
PH02Gene04423	hic_scaffold_15	33187411	363	4193	0.0865728595277844	utr3p1	exon15	utr3p	+
PH02Gene33465	hic_scaffold_13	40328545	21	33	0.6363636363636364	utr3p1	exon11	utr3p	-
PH02Gene33465	hic_scaffold_13	40328615	35	69	0.5072463768115942	utr3p1	exon11	utr3p	-
PH02Gene33465	hic_scaffold_13	40328650	65	87	0.7471264367816092	utr3p1	exon11	utr3p	-
PH02Gene33465	hic_scaffold_13	40328657	33	100	0.33	utr3p1	exon11	utr3p	-
PH02Gene33465	hic_scaffold_13	40328683	83	104	0.7980769230769231	utr3p1	exon11	utr3p	-
PH02Gene33465	hic_scaffold_13	40328779	75	139	0.539568345323741	utr3p1	exon11	utr3p	-
PH02Gene33465	hic_scaffold_13	40328894	54	133	0.4060150375939849	cds11	exon11	cds	-
PH02Gene33465	hic_scaffold_13	40333101	44	89	0.4943820224719101	cds1	exon1	cds	-
PH02Gene18949	hic_scaffold_11	283268	29	37	0.7837837837837838	utr3p1	exon6	utr3p	+
PH02Gene38101	hic_scaffold_20	13421807	42	83	0.5060240963855421	utr5p1	exon1	utr5p	+
PH02Gene38101	hic_scaffold_20	13421873	51	129	0.3953488372093023	cds1	exon1	cds	+
PH02Gene38101	hic_scaffold_20	13422128	108	143	0.7552447552447552	cds1	exon1	cds	+
PH02Gene38101	hic_scaffold_20	13422590	28	162	0.1728395061728395	cds1	exon1	cds	+
PH02Gene38101	hic_scaffold_20	13422636	23	164	0.1402439024390244	cds1	exon1	cds	+
PH02Gene38101	hic_scaffold_20	13422840	81	177	0.4576271186440678	cds1	exon1	cds	+
PH02Gene38101	hic_scaffold_20	13422883	121	179	0.6759776536312849	cds1	exon1	cds	+
PH02Gene38101	hic_scaffold_20	13432279	65	224	0.2901785714285714	cds2	exon2	cds	+
PH02Gene38101	hic_scaffold_20	13432515	71	235	0.3021276595744681	utr3p1	exon2	utr3p	+
PH02Gene38101	hic_scaffold_20	13432585	141	227	0.6211453744493393	utr3p1	exon2	utr3p	+
PH02Gene41340	hic_scaffold_1035	11543	303	1174	0.2580919931856899	utr3p1	exon2	utr3p	+
PH02Gene41340	hic_scaffold_1035	11623	591	1035	0.5710144927536231	utr3p1	exon2	utr3p	+
PH02Gene41340	hic_scaffold_1035	11674	175	704	0.2485795454545454	utr3p1	exon2	utr3p	+
PH02Gene33571	hic_scaffold_3	97436600	21	104	0.2019230769230769	cds3	exon4	cds	+
PH02Gene33571	hic_scaffold_3	97436632	21	106	0.1981132075471698	cds3	exon4	cds	+
PH02Gene33571	hic_scaffold_3	97436830	62	106	0.5849056603773585	cds4	exon5	cds	+
PH02Gene33571	hic_scaffold_3	97437332	24	116	0.2068965517241379	cds6	exon7	cds	+
PH02Gene33571	hic_scaffold_3	97437764	21	116	0.1810344827586207	cds7	exon8	cds	+
PH02Gene33571	hic_scaffold_3	97437873	93	113	0.8230088495575221	cds7	exon8	cds	+
PH02Gene33571	hic_scaffold_3	97437934	109	113	0.9646017699115044	utr3p1	exon8	utr3p	+
PH02Gene33571	hic_scaffold_3	97437989	71	113	0.6283185840707964	utr3p1	exon8	utr3p	+
PH02Gene33571	hic_scaffold_3	97438044	90	126	0.7142857142857143	utr3p1	exon8	utr3p	+
PH02Gene33571	hic_scaffold_3	97438915	102	131	0.7786259541984732	utr3p2	exon9	utr3p	+
PH02Gene31967	hic_scaffold_19	16382668	27	68	0.3970588235294117	cds3	exon4	cds	+
PH02Gene31967	hic_scaffold_19	16383026	36	71	0.5070422535211268	cds5	exon6	cds	+
PH02Gene31967	hic_scaffold_19	16384746	52	84	0.6190476190476191	utr3p2	exon8	utr3p	+
PH02Gene31967	hic_scaffold_19	16384770	41	83	0.4939759036144578	utr3p2	exon8	utr3p	+
PH02Gene31967	hic_scaffold_19	16384886	21	78	0.2692307692307692	utr3p2	exon8	utr3p	+
PH02Gene10012	hic_scaffold_6	18311155	23	48	0.4791666666666667	cds5	exon5	cds	-
PH02Gene41990	hic_scaffold_7	27616929	20	33	0.6060606060606061	utr3p1	exon3	utr3p	-
PH02Gene41990	hic_scaffold_7	27617026	89	310	0.2870967741935484	utr3p1	exon3	utr3p	-
PH02Gene41990	hic_scaffold_7	27617213	34	346	0.0982658959537572	cds3	exon3	cds	-
PH02Gene41990	hic_scaffold_7	27617239	32	343	0.0932944606413994	cds3	exon3	cds	-
PH02Gene41990	hic_scaffold_7	27621368	106	310	0.3419354838709677	cds1	exon1	cds	-
PH02Gene41615	hic_scaffold_7	24391681	22	61	0.360655737704918	cds1	exon2	cds	+
PH02Gene41615	hic_scaffold_7	24391861	32	68	0.4705882352941176	cds1	exon2	cds	+
PH02Gene41615	hic_scaffold_7	24392213	21	73	0.2876712328767123	cds2	exon3	cds	+
PH02Gene41615	hic_scaffold_7	24394162	39	76	0.5131578947368421	cds3	exon4	cds	+
PH02Gene41615	hic_scaffold_7	24394225	29	77	0.3766233766233766	cds3	exon4	cds	+
PH02Gene41615	hic_scaffold_7	24394906	86	113	0.7610619469026548	utr3p1	exon4	utr3p	+
PH02Gene50120	hic_scaffold_20	6464456	206	489	0.4212678936605317	utr3p1	exon5	utr3p	-
PH02Gene50120	hic_scaffold_20	6464492	289	493	0.5862068965517241	utr3p1	exon5	utr3p	-
PH02Gene50120	hic_scaffold_20	6465155	24	443	0.0541760722347629	cds4	exon4	cds	-
PH02Gene50120	hic_scaffold_20	6465183	26	442	0.0588235294117647	cds4	exon4	cds	-
PH02Gene50120	hic_scaffold_20	6466090	70	418	0.1674641148325359	cds3	exon3	cds	-
PH02Gene50120	hic_scaffold_20	6466176	58	402	0.1442786069651741	cds3	exon3	cds	-
PH02Gene50120	hic_scaffold_20	6466243	20	394	0.0507614213197969	cds3	exon3	cds	-
PH02Gene44231	hic_scaffold_4	11025963	1104	4547	0.242797448867385	cds1	exon1	cds	+
PH02Gene44231	hic_scaffold_4	11025999	295	4686	0.0629534784464361	cds1	exon1	cds	+
PH02Gene44231	hic_scaffold_4	11026080	144	4964	0.0290088638195004	cds1	exon1	cds	+
PH02Gene44231	hic_scaffold_4	11026111	449	5085	0.0882989183874139	cds1	exon1	cds	+
PH02Gene44231	hic_scaffold_4	11026187	976	5361	0.1820555866442827	cds1	exon1	cds	+
PH02Gene44231	hic_scaffold_4	11027390	589	5995	0.0982485404503753	cds2	exon2	cds	+
PH02Gene44231	hic_scaffold_4	11027483	2239	6333	0.3535449234170219	cds2	exon2	cds	+
PH02Gene44231	hic_scaffold_4	11027535	2365	6522	0.3626188285801901	cds2	exon2	cds	+
PH02Gene44231	hic_scaffold_4	11027692	669	6618	0.1010879419764279	cds2	exon2	cds	+
PH02Gene44231	hic_scaffold_4	11027768	1952	6603	0.2956232015750416	cds2	exon2	cds	+
PH02Gene40672	hic_scaffold_15	71106658	20	52	0.3846153846153846	cds3	exon3	cds	+
PH02Gene40672	hic_scaffold_15	71107034	32	52	0.6153846153846154	cds5	exon5	cds	+
PH02Gene40672	hic_scaffold_15	71107299	30	56	0.5357142857142857	cds6	exon6	cds	+
PH02Gene40672	hic_scaffold_15	71107576	35	70	0.5	cds7	exon7	cds	+
PH02Gene40672	hic_scaffold_15	71109694	27	85	0.3176470588235294	cds8	exon8	cds	+
PH02Gene40672	hic_scaffold_15	71109727	44	88	0.5	utr3p1	exon8	utr3p	+
PH02Gene40672	hic_scaffold_15	71109792	35	91	0.3846153846153846	utr3p1	exon8	utr3p	+
PH02Gene40672	hic_scaffold_15	71109812	25	91	0.2747252747252747	utr3p1	exon8	utr3p	+
PH02Gene40672	hic_scaffold_15	71109916	84	89	0.9438202247191012	utr3p1	exon8	utr3p	+
PH02Gene36835	hic_scaffold_21	10942469	27	36	0.75	cds4	exon4	cds	+
PH02Gene36835	hic_scaffold_21	10944535	27	44	0.6136363636363636	utr3p2	exon8	utr3p	+
PH02Gene17147	hic_scaffold_8	53785884	163	431	0.3781902552204176	utr3p1	exon8	utr3p	-
PH02Gene17147	hic_scaffold_8	53785946	95	446	0.2130044843049327	utr3p1	exon8	utr3p	-
PH02Gene17147	hic_scaffold_8	53785975	43	446	0.0964125560538116	utr3p1	exon8	utr3p	-
PH02Gene17147	hic_scaffold_8	53785991	50	446	0.1121076233183856	utr3p1	exon8	utr3p	-
PH02Gene17147	hic_scaffold_8	53786067	44	438	0.1004566210045662	cds7	exon8	cds	-
PH02Gene17147	hic_scaffold_8	53786125	48	433	0.1108545034642032	cds7	exon8	cds	-
PH02Gene17147	hic_scaffold_8	53786178	38	424	0.0896226415094339	cds7	exon8	cds	-
PH02Gene17147	hic_scaffold_8	53786201	33	421	0.0783847980997624	cds7	exon8	cds	-
PH02Gene17147	hic_scaffold_8	53786325	22	399	0.0551378446115288	cds7	exon8	cds	-
PH02Gene17147	hic_scaffold_8	53786385	57	387	0.1472868217054263	cds7	exon8	cds	-
PH02Gene17147	hic_scaffold_8	53787050	42	379	0.1108179419525065	cds6	exon7	cds	-
PH02Gene17147	hic_scaffold_8	53787058	191	378	0.5052910052910053	cds6	exon7	cds	-
PH02Gene17147	hic_scaffold_8	53787323	30	343	0.0874635568513119	cds6	exon7	cds	-
PH02Gene17147	hic_scaffold_8	53787438	78	334	0.2335329341317365	cds6	exon7	cds	-
PH02Gene17147	hic_scaffold_8	53787454	184	334	0.5508982035928144	cds6	exon7	cds	-
PH02Gene17147	hic_scaffold_8	53787472	104	332	0.3132530120481928	cds6	exon7	cds	-
PH02Gene17147	hic_scaffold_8	53787681	112	321	0.3489096573208722	cds5	exon6	cds	-
PH02Gene17147	hic_scaffold_8	53787966	60	315	0.1904761904761904	cds3	exon4	cds	-
PH02Gene17147	hic_scaffold_8	53788086	228	311	0.7331189710610932	cds2	exon3	cds	-
PH02Gene46249	hic_scaffold_23	4229882	20	81	0.2469135802469135	cds5	exon5	cds	-
