gene_name	scaffold	position	mod_num	total_num	mod_ratio	label	exon_label	label_group	strand
PH02Gene04423	hic_scaffold_15	33185546	596	2877	0.2071602363573166	cds8	exon9	cds	+
PH02Gene04423	hic_scaffold_15	33185606	633	2936	0.2155994550408719	cds8	exon9	cds	+
PH02Gene04423	hic_scaffold_15	33185764	2116	2991	0.7074557004346372	cds9	exon10	cds	+
PH02Gene04423	hic_scaffold_15	33185779	146	3005	0.0485856905158069	cds9	exon10	cds	+
PH02Gene04423	hic_scaffold_15	33185933	76	3057	0.024860974811907	cds10	exon11	cds	+
PH02Gene04423	hic_scaffold_15	33185976	1629	3075	0.5297560975609756	cds10	exon11	cds	+
PH02Gene04423	hic_scaffold_15	33186024	1661	3134	0.5299936183790683	cds10	exon11	cds	+
PH02Gene04423	hic_scaffold_15	33186165	737	3224	0.2285980148883374	cds11	exon12	cds	+
PH02Gene04423	hic_scaffold_15	33186279	450	3349	0.1343684681994625	cds11	exon12	cds	+
PH02Gene04423	hic_scaffold_15	33186482	499	3486	0.1431440045897877	cds12	exon13	cds	+
PH02Gene04423	hic_scaffold_15	33186488	227	3495	0.0649499284692417	cds12	exon13	cds	+
PH02Gene04423	hic_scaffold_15	33186632	345	3658	0.094313832695462	cds12	exon13	cds	+
PH02Gene04423	hic_scaffold_15	33186725	433	3816	0.1134696016771488	cds12	exon13	cds	+
PH02Gene04423	hic_scaffold_15	33187064	504	4257	0.1183932346723044	cds13	exon14	cds	+
PH02Gene04423	hic_scaffold_15	33187078	958	4279	0.2238840850666043	cds13	exon14	cds	+
PH02Gene04423	hic_scaffold_15	33187293	672	4517	0.1487713083905247	cds14	exon15	cds	+
PH02Gene04423	hic_scaffold_15	33187381	450	4670	0.0963597430406852	cds14	exon15	cds	+
PH02Gene04423	hic_scaffold_15	33187411	342	4700	0.0727659574468085	utr3p1	exon15	utr3p	+
PH02Gene18806	hic_scaffold_14	54738933	24	100	0.24	cds1	exon1	cds	+
PH02Gene06039	hic_scaffold_21	3793665	29	37	0.7837837837837838	utr3p1	exon6	utr3p	+
PH02Gene06039	hic_scaffold_21	3793716	24	39	0.6153846153846154	TTS_DOWN		TTS_DOWN	+
PH02Gene06039	hic_scaffold_21	3796182	25	26	0.9615384615384616	TTS_DOWN		TTS_DOWN	+
PH02Gene21972	hic_scaffold_3	59191605	30	396	0.0757575757575757	utr5p1	exon1	utr5p	+
PH02Gene21972	hic_scaffold_3	59194030	186	457	0.4070021881838074	utr5p2	exon2	utr5p	+
PH02Gene21972	hic_scaffold_3	59194037	85	458	0.185589519650655	utr5p2	exon2	utr5p	+
PH02Gene21972	hic_scaffold_3	59194296	116	489	0.2372188139059304	cds1	exon2	cds	+
PH02Gene21972	hic_scaffold_3	59194317	145	494	0.2935222672064777	cds1	exon2	cds	+
PH02Gene21972	hic_scaffold_3	59194337	202	498	0.4056224899598393	cds1	exon2	cds	+
PH02Gene21972	hic_scaffold_3	59194564	39	520	0.075	cds2	exon3	cds	+
PH02Gene21972	hic_scaffold_3	59194595	129	522	0.2471264367816092	cds2	exon3	cds	+
PH02Gene21972	hic_scaffold_3	59195864	141	550	0.2563636363636363	cds4	exon5	cds	+
PH02Gene21972	hic_scaffold_3	59195891	45	557	0.0807899461400359	cds4	exon5	cds	+
PH02Gene21972	hic_scaffold_3	59195938	402	571	0.7040280210157618	cds4	exon5	cds	+
PH02Gene21972	hic_scaffold_3	59196126	406	591	0.6869712351945855	utr3p1	exon6	utr3p	+
PH02Gene21972	hic_scaffold_3	59196316	93	573	0.1623036649214659	utr3p1	exon6	utr3p	+
PH02Gene03689	hic_scaffold_14	66774439	23	53	0.4339622641509434	utr3p1	exon12	utr3p	-
PH02Gene03689	hic_scaffold_14	66774482	29	54	0.5370370370370371	utr3p1	exon12	utr3p	-
PH02Gene03689	hic_scaffold_14	66774610	42	54	0.7777777777777778	utr3p1	exon12	utr3p	-
PH02Gene03689	hic_scaffold_14	66775058	25	49	0.5102040816326531	cds11	exon11	cds	-
PH02Gene03689	hic_scaffold_14	66776704	27	41	0.6585365853658537	cds7	exon7	cds	-
PH02Gene38650	hic_scaffold_16	446271	37	57	0.6491228070175439	cds2	exon2	cds	+
PH02Gene38650	hic_scaffold_16	447219	25	59	0.423728813559322	cds3	exon3	cds	+
PH02Gene38650	hic_scaffold_16	448789	32	63	0.5079365079365079	cds5	exon5	cds	+
PH02Gene38650	hic_scaffold_16	448957	57	64	0.890625	cds5	exon5	cds	+
PH02Gene38650	hic_scaffold_16	449298	51	68	0.75	cds5	exon5	cds	+
PH02Gene38650	hic_scaffold_16	449738	56	70	0.8	utr3p1	exon5	utr3p	+
PH02Gene38650	hic_scaffold_16	449743	42	70	0.6	utr3p1	exon5	utr3p	+
PH02Gene38650	hic_scaffold_16	449790	49	67	0.7313432835820896	utr3p1	exon5	utr3p	+
PH02Gene38650	hic_scaffold_16	449803	45	64	0.703125	utr3p1	exon5	utr3p	+
PH02Gene27861	hic_scaffold_4	47233829	77	118	0.652542372881356	utr3p1	exon18	utr3p	-
PH02Gene27861	hic_scaffold_4	47233857	77	139	0.5539568345323741	utr3p1	exon18	utr3p	-
PH02Gene27861	hic_scaffold_4	47233879	43	153	0.2810457516339869	utr3p1	exon18	utr3p	-
PH02Gene27861	hic_scaffold_4	47234029	86	154	0.5584415584415584	utr3p1	exon18	utr3p	-
PH02Gene27861	hic_scaffold_4	47234118	20	149	0.1342281879194631	cds18	exon18	cds	-
PH02Gene27861	hic_scaffold_4	47234139	42	145	0.2896551724137931	cds18	exon18	cds	-
PH02Gene27861	hic_scaffold_4	47234222	33	142	0.2323943661971831	cds18	exon18	cds	-
PH02Gene27861	hic_scaffold_4	47234565	30	134	0.2238805970149253	cds17	exon17	cds	-
PH02Gene27861	hic_scaffold_4	47235296	28	126	0.2222222222222222	cds16	exon16	cds	-
PH02Gene27861	hic_scaffold_4	47235300	41	126	0.3253968253968254	cds16	exon16	cds	-
PH02Gene27861	hic_scaffold_4	47235525	53	112	0.4732142857142857	cds15	exon15	cds	-
PH02Gene27861	hic_scaffold_4	47235566	61	110	0.5545454545454546	cds15	exon15	cds	-
PH02Gene27861	hic_scaffold_4	47236187	26	107	0.2429906542056074	cds14	exon14	cds	-
PH02Gene27861	hic_scaffold_4	47236289	24	102	0.2352941176470588	cds14	exon14	cds	-
PH02Gene27861	hic_scaffold_4	47236376	42	100	0.42	cds14	exon14	cds	-
PH02Gene27861	hic_scaffold_4	47236532	49	96	0.5104166666666666	cds13	exon13	cds	-
PH02Gene27861	hic_scaffold_4	47237705	20	84	0.238095238095238	cds10	exon10	cds	-
PH02Gene27861	hic_scaffold_4	47237899	20	82	0.2439024390243902	cds9	exon9	cds	-
PH02Gene27861	hic_scaffold_4	47239886	28	70	0.4	cds5	exon5	cds	-
PH02Gene27861	hic_scaffold_4	47241349	32	57	0.5614035087719298	utr5p1	exon1	utr5p	-
PH02Gene40307	hic_scaffold_13	103521577	22	28	0.7857142857142857	utr3p1	exon17	utr3p	-
PH02Gene40307	hic_scaffold_13	103521791	93	250	0.372	utr3p1	exon17	utr3p	-
PH02Gene40307	hic_scaffold_13	103521874	156	249	0.6265060240963856	utr3p1	exon17	utr3p	-
PH02Gene40307	hic_scaffold_13	103522324	92	237	0.3881856540084388	cds15	exon15	cds	-
PH02Gene40307	hic_scaffold_13	103523038	58	206	0.2815533980582524	cds11	exon11	cds	-
PH02Gene40307	hic_scaffold_13	103529421	39	193	0.2020725388601036	cds7	exon7	cds	-
PH02Gene40307	hic_scaffold_13	103529797	20	188	0.1063829787234042	cds5	exon5	cds	-
PH02Gene40307	hic_scaffold_13	103529966	52	187	0.2780748663101604	cds4	exon4	cds	-
PH02Gene40307	hic_scaffold_13	103531290	117	184	0.6358695652173914	cds2	exon2	cds	-
PH02Gene02403	hic_scaffold_7	36234226	177	2066	0.0856727976766699	cds4	exon5	cds	-
PH02Gene02403	hic_scaffold_7	36234230	960	2066	0.4646660212971926	cds4	exon5	cds	-
PH02Gene02403	hic_scaffold_7	36239366	208	2019	0.1030212976721149	cds3	exon4	cds	-
PH02Gene02403	hic_scaffold_7	36239720	57	1994	0.0285857572718154	cds2	exon3	cds	-
PH02Gene02403	hic_scaffold_7	36239756	215	1978	0.108695652173913	cds2	exon3	cds	-
PH02Gene02403	hic_scaffold_7	36239772	348	1971	0.1765601217656012	cds2	exon3	cds	-
PH02Gene02403	hic_scaffold_7	36240531	774	1929	0.401244167962675	cds1	exon2	cds	-
PH02Gene02403	hic_scaffold_7	36240601	541	1659	0.3261000602772754	cds1	exon2	cds	-
PH02Gene02403	hic_scaffold_7	36241191	98	475	0.2063157894736842	utr5p1	exon1	utr5p	-
PH02Gene21067	hic_scaffold_17	73899516	35	258	0.1356589147286821	cds1	exon1	cds	+
PH02Gene21067	hic_scaffold_17	73900040	54	285	0.1894736842105263	cds3	exon3	cds	+
PH02Gene21067	hic_scaffold_17	73900121	100	299	0.334448160535117	cds3	exon3	cds	+
PH02Gene21067	hic_scaffold_17	73900554	137	297	0.4612794612794613	cds4	exon4	cds	+
PH02Gene21067	hic_scaffold_17	73900600	40	297	0.1346801346801346	cds4	exon4	cds	+
PH02Gene38902	hic_scaffold_23	45484331	62	77	0.8051948051948052	utr3p1	exon13	utr3p	-
PH02Gene38902	hic_scaffold_23	45484940	31	65	0.4769230769230769	cds12	exon12	cds	-
PH02Gene38902	hic_scaffold_23	45491212	38	57	0.6666666666666666	cds9	exon9	cds	-
PH02Gene38902	hic_scaffold_23	45491382	35	54	0.6481481481481481	cds8	exon8	cds	-
PH02Gene38902	hic_scaffold_23	45491396	20	53	0.3773584905660377	cds8	exon8	cds	-
PH02Gene17354	hic_scaffold_18	17697305	30	103	0.2912621359223301	utr3p1	exon5	utr3p	-
PH02Gene17354	hic_scaffold_18	17697390	50	133	0.3759398496240601	utr3p1	exon5	utr3p	-
PH02Gene17354	hic_scaffold_18	17697426	43	141	0.3049645390070922	utr3p1	exon5	utr3p	-
PH02Gene17354	hic_scaffold_18	17697643	121	293	0.4129692832764505	utr3p1	exon5	utr3p	-
PH02Gene17354	hic_scaffold_18	17697649	114	290	0.3931034482758621	utr3p1	exon5	utr3p	-
PH02Gene17354	hic_scaffold_18	17697680	191	287	0.6655052264808362	utr3p1	exon5	utr3p	-
PH02Gene17354	hic_scaffold_18	17698107	20	245	0.0816326530612244	cds3	exon4	cds	-
PH02Gene17354	hic_scaffold_18	17698151	23	243	0.0946502057613168	cds3	exon4	cds	-
PH02Gene17354	hic_scaffold_18	17698698	21	232	0.0905172413793103	cds2	exon3	cds	-
PH02Gene20766	hic_scaffold_9	9157421	20	141	0.1418439716312056	utr3p1	exon14	utr3p	-
PH02Gene20766	hic_scaffold_9	9157447	99	180	0.55	utr3p1	exon14	utr3p	-
PH02Gene20766	hic_scaffold_9	9157492	169	225	0.7511111111111111	utr3p1	exon14	utr3p	-
PH02Gene20766	hic_scaffold_9	9157574	46	223	0.2062780269058296	utr3p1	exon14	utr3p	-
PH02Gene20766	hic_scaffold_9	9157600	50	223	0.2242152466367713	utr3p1	exon14	utr3p	-
PH02Gene20766	hic_scaffold_9	9157773	91	209	0.4354066985645933	cds14	exon14	cds	-
PH02Gene20766	hic_scaffold_9	9157902	38	189	0.201058201058201	cds14	exon14	cds	-
PH02Gene20766	hic_scaffold_9	9158086	35	175	0.2	cds14	exon14	cds	-
PH02Gene20766	hic_scaffold_9	9158115	29	173	0.1676300578034682	cds14	exon14	cds	-
PH02Gene20766	hic_scaffold_9	9158256	27	161	0.1677018633540372	cds14	exon14	cds	-
PH02Gene20766	hic_scaffold_9	9159179	44	142	0.3098591549295774	cds13	exon13	cds	-
PH02Gene20766	hic_scaffold_9	9159569	23	125	0.184	cds12	exon12	cds	-
PH02Gene20766	hic_scaffold_9	9159574	25	124	0.2016129032258064	cds12	exon12	cds	-
PH02Gene20766	hic_scaffold_9	9160588	33	90	0.3666666666666666	cds9	exon9	cds	-
PH02Gene20766	hic_scaffold_9	9160778	33	89	0.3707865168539326	cds8	exon8	cds	-
PH02Gene20766	hic_scaffold_9	9160821	22	89	0.247191011235955	cds8	exon8	cds	-
PH02Gene20766	hic_scaffold_9	9161249	32	78	0.4102564102564102	cds7	exon7	cds	-
PH02Gene20766	hic_scaffold_9	9161452	23	74	0.3108108108108108	cds6	exon6	cds	-
PH02Gene20766	hic_scaffold_9	9162022	23	69	0.3333333333333333	cds5	exon5	cds	-
PH02Gene20766	hic_scaffold_9	9162076	23	66	0.3484848484848485	cds5	exon5	cds	-
PH02Gene20766	hic_scaffold_9	9162081	37	65	0.5692307692307692	cds5	exon5	cds	-
PH02Gene20766	hic_scaffold_9	9162589	29	57	0.5087719298245614	cds3	exon3	cds	-
PH02Gene34094	hic_scaffold_17	91164488	38	58	0.6551724137931034	utr3p1	exon19	utr3p	-
PH02Gene34094	hic_scaffold_17	91164581	98	110	0.8909090909090909	utr3p1	exon19	utr3p	-
PH02Gene34094	hic_scaffold_17	91164702	32	111	0.2882882882882883	utr3p1	exon19	utr3p	-
PH02Gene34094	hic_scaffold_17	91164731	93	111	0.8378378378378378	utr3p1	exon19	utr3p	-
PH02Gene34094	hic_scaffold_17	91166048	35	100	0.35	cds16	exon16	cds	-
PH02Gene34094	hic_scaffold_17	91168567	80	88	0.9090909090909092	cds12	exon12	cds	-
PH02Gene34094	hic_scaffold_17	91169310	74	84	0.8809523809523809	cds11	exon11	cds	-
PH02Gene34094	hic_scaffold_17	91170825	62	77	0.8051948051948052	cds3	exon3	cds	-
PH02Gene34094	hic_scaffold_17	91171934	34	73	0.4657534246575342	cds1	exon1	cds	-
PH02Gene36436	hic_scaffold_24	25612790	23	83	0.2771084337349397	cds9	exon9	cds	-
PH02Gene36436	hic_scaffold_24	25612821	34	83	0.4096385542168674	cds9	exon9	cds	-
PH02Gene36436	hic_scaffold_24	25613312	21	77	0.2727272727272727	cds6	exon6	cds	-
PH02Gene36436	hic_scaffold_24	25613320	21	77	0.2727272727272727	cds6	exon6	cds	-
PH02Gene36436	hic_scaffold_24	25616202	34	72	0.4722222222222222	cds5	exon5	cds	-
PH02Gene36436	hic_scaffold_24	25616212	26	72	0.3611111111111111	cds5	exon5	cds	-
PH02Gene36436	hic_scaffold_24	25616222	24	72	0.3333333333333333	cds5	exon5	cds	-
PH02Gene26495	hic_scaffold_15	44002455	55	235	0.2340425531914893	utr3p1	exon5	utr3p	-
PH02Gene26495	hic_scaffold_15	44002489	92	234	0.3931623931623931	utr3p1	exon5	utr3p	-
PH02Gene26495	hic_scaffold_15	44002636	80	228	0.3508771929824561	cds4	exon4	cds	-
PH02Gene26495	hic_scaffold_15	44002673	28	226	0.1238938053097345	cds4	exon4	cds	-
PH02Gene26495	hic_scaffold_15	44003051	50	217	0.2304147465437788	cds3	exon3	cds	-
PH02Gene26495	hic_scaffold_15	44003160	200	210	0.9523809523809524	cds3	exon3	cds	-
PH02Gene22288	hic_scaffold_10	29218440	41	77	0.5324675324675324	utr3p1	exon12	utr3p	-
PH02Gene22288	hic_scaffold_10	29218581	99	128	0.7734375	utr3p1	exon12	utr3p	-
PH02Gene22288	hic_scaffold_10	29218597	72	127	0.5669291338582677	utr3p1	exon12	utr3p	-
PH02Gene22288	hic_scaffold_10	29218674	36	127	0.2834645669291338	utr3p1	exon12	utr3p	-
PH02Gene22288	hic_scaffold_10	29219002	21	116	0.1810344827586207	cds11	exon11	cds	-
PH02Gene22288	hic_scaffold_10	29219231	36	113	0.3185840707964602	cds10	exon10	cds	-
PH02Gene22288	hic_scaffold_10	29220429	46	101	0.4554455445544554	cds6	exon6	cds	-
PH02Gene22288	hic_scaffold_10	29220853	50	95	0.5263157894736842	cds5	exon5	cds	-
PH02Gene22288	hic_scaffold_10	29221085	40	1	40.0	cds4	exon4	cds	-
PH02Gene22288	hic_scaffold_10	29221485	24	86	0.2790697674418604	cds2	exon2	cds	-
PH02Gene26850	hic_scaffold_20	43732508	211	241	0.8755186721991701	utr3p1	exon19	utr3p	-
PH02Gene26850	hic_scaffold_20	43732626	129	307	0.4201954397394137	utr3p1	exon19	utr3p	-
PH02Gene26850	hic_scaffold_20	43732655	266	306	0.869281045751634	utr3p1	exon19	utr3p	-
PH02Gene26850	hic_scaffold_20	43734632	32	284	0.1126760563380281	cds17	exon17	cds	-
PH02Gene26850	hic_scaffold_20	43735200	22	276	0.0797101449275362	cds16	exon16	cds	-
PH02Gene26850	hic_scaffold_20	43735208	33	276	0.1195652173913043	cds16	exon16	cds	-
PH02Gene26850	hic_scaffold_20	43737791	210	239	0.8786610878661087	cds11	exon11	cds	-
PH02Gene26850	hic_scaffold_20	43737849	25	236	0.1059322033898305	cds11	exon11	cds	-
PH02Gene26850	hic_scaffold_20	43738006	24	230	0.1043478260869565	cds10	exon10	cds	-
PH02Gene26850	hic_scaffold_20	43739029	33	206	0.1601941747572815	cds5	exon5	cds	-
PH02Gene26850	hic_scaffold_20	43739151	26	204	0.1274509803921568	cds4	exon4	cds	-
PH02Gene26850	hic_scaffold_20	43740428	103	194	0.5309278350515464	cds1	exon1	cds	-
PH02Gene25739	hic_scaffold_9	493049	20	27	0.7407407407407407	cds7	exon7	cds	-
PH02Gene29132	hic_scaffold_7	26666548	23	82	0.2804878048780488	utr3p2	exon6	utr3p	-
PH02Gene29132	hic_scaffold_7	26667205	38	66	0.5757575757575758	cds4	exon5	cds	-
PH02Gene29132	hic_scaffold_7	26667429	34	63	0.5396825396825397	cds3	exon4	cds	-
PH02Gene29132	hic_scaffold_7	26667496	46	61	0.7540983606557377	cds3	exon4	cds	-
PH02Gene29132	hic_scaffold_7	26667549	45	59	0.7627118644067796	cds3	exon4	cds	-
PH02Gene29132	hic_scaffold_7	26668293	37	55	0.6727272727272727	cds2	exon3	cds	-
PH02Gene29132	hic_scaffold_7	26668976	30	51	0.5882352941176471	utr5p2	exon2	utr5p	-
PH02Gene29132	hic_scaffold_7	26669056	35	50	0.7	utr5p2	exon2	utr5p	-
PH02Gene29132	hic_scaffold_7	26669299	32	49	0.6530612244897959	utr5p2	exon2	utr5p	-
PH02Gene11193	hic_scaffold_8	64338416	76	86	0.8837209302325582	utr3p1	exon7	utr3p	-
PH02Gene11193	hic_scaffold_8	64338460	90	119	0.7563025210084033	utr3p1	exon7	utr3p	-
PH02Gene11193	hic_scaffold_8	64338602	59	121	0.4876033057851239	utr3p1	exon7	utr3p	-
PH02Gene11193	hic_scaffold_8	64338607	31	121	0.256198347107438	cds7	exon7	cds	-
PH02Gene11193	hic_scaffold_8	64339337	28	118	0.2372881355932203	cds5	exon5	cds	-
PH02Gene11193	hic_scaffold_8	64339365	56	115	0.4869565217391304	cds5	exon5	cds	-
PH02Gene11193	hic_scaffold_8	64341773	21	102	0.2058823529411764	cds2	exon2	cds	-
PH02Gene48843	hic_scaffold_17	67029349	37	62	0.5967741935483871	cds5	exon5	cds	-
PH02Gene48843	hic_scaffold_17	67032320	21	60	0.35	cds2	exon2	cds	-
PH02Gene48843	hic_scaffold_17	67033705	26	60	0.4333333333333333	cds1	exon1	cds	-
PH02Gene49037	hic_scaffold_7	6020975	24	57	0.4210526315789473	utr5p1	exon1	utr5p	+
PH02Gene49037	hic_scaffold_7	6021044	30	59	0.5084745762711864	utr5p1	exon1	utr5p	+
PH02Gene49037	hic_scaffold_7	6024311	25	65	0.3846153846153846	cds2	exon3	cds	+
PH02Gene49037	hic_scaffold_7	6024346	30	65	0.4615384615384615	cds2	exon3	cds	+
PH02Gene49037	hic_scaffold_7	6025328	48	70	0.6857142857142857	cds4	exon5	cds	+
PH02Gene49037	hic_scaffold_7	6025387	38	70	0.5428571428571428	cds4	exon5	cds	+
PH02Gene49037	hic_scaffold_7	6025399	40	70	0.5714285714285714	cds4	exon5	cds	+
PH02Gene49037	hic_scaffold_7	6025439	22	70	0.3142857142857143	cds4	exon5	cds	+
PH02Gene03160	hic_scaffold_8	73649387	35	90	0.3888888888888889	utr3p1	exon14	utr3p	-
PH02Gene03160	hic_scaffold_8	73649415	40	100	0.4	utr3p1	exon14	utr3p	-
PH02Gene03160	hic_scaffold_8	73649504	41	104	0.3942307692307692	utr3p1	exon14	utr3p	-
PH02Gene03160	hic_scaffold_8	73649563	56	104	0.5384615384615384	utr3p1	exon14	utr3p	-
PH02Gene03160	hic_scaffold_8	73649997	26	98	0.2653061224489796	cds13	exon13	cds	-
PH02Gene03160	hic_scaffold_8	73650044	35	96	0.3645833333333333	cds13	exon13	cds	-
PH02Gene03160	hic_scaffold_8	73650477	24	93	0.2580645161290322	cds12	exon12	cds	-
PH02Gene03160	hic_scaffold_8	73650602	21	91	0.2307692307692307	cds12	exon12	cds	-
PH02Gene03160	hic_scaffold_8	73650644	45	89	0.5056179775280899	cds12	exon12	cds	-
PH02Gene03160	hic_scaffold_8	73650725	60	88	0.6818181818181818	cds12	exon12	cds	-
PH02Gene03160	hic_scaffold_8	73650966	36	81	0.4444444444444444	cds12	exon12	cds	-
PH02Gene03160	hic_scaffold_8	73651239	46	75	0.6133333333333333	cds12	exon12	cds	-
PH02Gene03160	hic_scaffold_8	73651250	32	75	0.4266666666666667	cds12	exon12	cds	-
PH02Gene03160	hic_scaffold_8	73653459	36	59	0.6101694915254238	cds5	exon5	cds	-
PH02Gene03160	hic_scaffold_8	73653484	47	58	0.8103448275862069	cds5	exon5	cds	-
PH02Gene16129	hic_scaffold_22	56768006	146	526	0.2775665399239543	utr5p1	exon1	utr5p	+
PH02Gene16129	hic_scaffold_22	56768170	391	547	0.7148080438756855	cds2	exon2	cds	+
PH02Gene16129	hic_scaffold_22	56768191	81	549	0.1475409836065573	cds2	exon2	cds	+
PH02Gene16129	hic_scaffold_22	56768565	24	580	0.0413793103448275	cds4	exon4	cds	+
PH02Gene16129	hic_scaffold_22	56768619	51	597	0.0854271356783919	cds4	exon4	cds	+
PH02Gene16129	hic_scaffold_22	56768628	64	600	0.1066666666666666	cds4	exon4	cds	+
PH02Gene16129	hic_scaffold_22	56768634	98	601	0.1630615640599001	cds4	exon4	cds	+
PH02Gene16129	hic_scaffold_22	56769801	256	623	0.4109149277688603	utr3p1	exon5	utr3p	+
PH02Gene16129	hic_scaffold_22	56769808	194	623	0.3113964686998395	utr3p1	exon5	utr3p	+
PH02Gene16129	hic_scaffold_22	56769844	456	610	0.7475409836065574	utr3p1	exon5	utr3p	+
PH02Gene16129	hic_scaffold_22	56769877	288	485	0.5938144329896907	utr3p1	exon5	utr3p	+
PH02Gene28034	hic_scaffold_6	24716760	919	1769	0.5195025438100622	cds5	exon5	cds	-
PH02Gene28034	hic_scaffold_6	24716789	876	1746	0.5017182130584192	cds5	exon5	cds	-
PH02Gene28034	hic_scaffold_6	24717014	1015	1568	0.6473214285714286	cds5	exon5	cds	-
